Unique.Plant.YR.ID,Unique.Plant.ID,Year,Row.ID,Species,ID,Leaf.Sample,Unique.Sample.ID,Leaf.wet.mass.g,Leaf.dry.mass.g,Leaf.thickness.mm,Image.ID,Leaf.area.mm2,Sample.Date,Bud_Num,Flower_Num,FL_2_dia,Total_Inflor_Height_cm,Fruit_Num,Infor_Culm_Num,TOTAL_Reproduction,Phen_Score.y,Seed_mass_g.x,Height.cm.y,Width.long.cm.y,Width.90.cm.y,Num.Stem_repo_Culm.y,Herb_Score.y,Above.wet.biomass.g,Below.wet.biomass.g,Root.depth.cm,Root.lateral.cm,Above.dry.biomass.g,Below.dry.biomass.g,stem.1.dia.1.mm,stem.1.dia.2.mm,stem.1.length.mm,stem.1.wet.mass.g,stem.1.dry.mass.g,stem.2.dia.1.mm,stem.2.dia.2.mm,stem.2.length.mm,stem.2.wet.mass.g,stem.2.dry.mass.g,root.seg.dia.1.mm,root.seg.dia.2.mm,root.seg.length.mm,root.seg.wet.mass.g,root.seg.dry.mass.g,total.SLA.leaves.wet.mass.g,total.SLA.leaves.dry.mass.g,total.above.wet.mass.g,total.above.dry.mass.g,total.below.wet.mass.g,total.below.dry.mass.g,Scientific_Name,Life.form,Plant.Family,Native.Exotic,Life.History,NOTES,lat,lon,elev,block,Neighbor.Density,Shannon.index,Diversity,stem.volume.mm3,stem.dry.density.g.mm3,root.volume.mm3,root.dry.density.g.mm3,LDMC.dry.wet,SLA
MATA_RED21_2020,MATA_RED21,2020,648,MATA,RED21,2,MATA.RED21.2,0.01,0.0035,0.21,2020_09_29/IMG_0048,0.27,9/19/20,9,4,NA,23.7,12,2,50,5,0.000714286,29.5,4.74,2.73,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,0.0085,NA,NA,NA,NA,Machaeranthera.tanacetifolia,Forb,Asteraceae,Native,Either,NA,31.81714998,-111.511695,1072.497925,6,6,0.693147181,2,NA,NA,NA,NA,0.35,77.14285714
MATA_RED21_2020,MATA_RED21,2020,647,MATA,RED21,1,MATA.RED21.1,0.016,0.005,0.23,2020_09_29/IMG_0047,0.409,9/19/20,9,4,NA,23.7,12,2,50,5,0.000714286,29.5,4.74,2.73,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026,0.0085,NA,NA,NA,NA,Machaeranthera.tanacetifolia,Forb,Asteraceae,Native,Either,NA,31.81714998,-111.511695,1072.497925,6,6,0.693147181,2,NA,NA,NA,NA,0.3125,81.8
CURLY_14A_NA,CURLY_14A,2021,107,CURLY,14A,1,CURLY_14A_1,NA,NA,NA,IMG051,1.363,8/24/21,0,0,NA,420,43,3,129,6,NA,31,23,23.8,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,Bouteloua.chondrosioides,Grass,Poaceae,Native,Perennial,NA,31.81547896,-111.511611,1088.535645,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
CURLY_14A_NA,CURLY_14A,2021,108,CURLY,14A,2,CURLY_14A_2,NA,NA,NA,IMG052,0.989,8/24/21,0,0,NA,420,43,3,129,6,NA,31,23,23.8,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,Bouteloua.chondrosioides,Grass,Poaceae,Native,Perennial,NA,31.81547896,-111.511611,1088.535645,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAME_11B_2021,FAME_11B,2021,193,FAME,11B,2,FAME_11B_2,0.275,0.0368,1.03,IMG200,3.075,9/10/21,2,0,0,335,34,1,36, 6/7,NA,31.5,41,38.5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335,0.0442,NA,NA,NA,NA,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,31.81542498,-111.511673,1083.858276,3,49,2.079441542,8,NA,NA,NA,NA,0.133818182,83.55978261
FAME_11B_2021,FAME_11B,2021,192,FAME,11B,1,FAME_11B_1,0.06,0.0074,0.73,IMG199,0.775,9/10/21,2,0,0,335,34,1,36, 6/7,NA,31.5,41,38.5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335,0.0442,NA,NA,NA,NA,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,31.81542498,-111.511673,1083.858276,3,49,2.079441542,8,NA,NA,NA,NA,0.123333333,104.7297297
KAGR_213_2021,KAGR_213,2021,310,KAGR,213,2,KAGR_213_2,0.78,0.022,0.09,KAGR213L2,4.084,8/5/21,8,0,.,295,3,1,11,5,NA,31.5,45,22.5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.728,0.0808,NA,NA,NA,NA,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81930899,-111.510832,1073.388672,9,70,2.197224577,9,NA,NA,NA,NA,0.028205128,185.6363636
KAGR_213_2021,KAGR_213,2021,309,KAGR,213,2,KAGR_213_2,0.78,0.022,0.09,KAGR213L2,4.084,8/5/21,8,0,.,295,3,1,11,5,NA,31.5,45,22.5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.728,0.0808,NA,NA,NA,NA,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81930899,-111.510832,1073.388672,9,70,2.197224577,9,NA,NA,NA,NA,0.028205128,185.6363636
KAGR_213_2021,KAGR_213,2021,307,KAGR,213,1,KAGR_213_1,0.084,0.0184,0.12,KAGR213L1,4.255,8/5/21,8,0,.,295,3,1,11,5,NA,31.5,45,22.5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.728,0.0808,NA,NA,NA,NA,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81930899,-111.510832,1073.388672,9,70,2.197224577,9,NA,NA,NA,NA,0.219047619,231.25
KAGR_213_2021,KAGR_213,2021,308,KAGR,213,1,KAGR_213_1,0.084,0.0184,0.12,KAGR213L1,4.255,8/5/21,8,0,.,295,3,1,11,5,NA,31.5,45,22.5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.728,0.0808,NA,NA,NA,NA,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81930899,-111.510832,1073.388672,9,70,2.197224577,9,NA,NA,NA,NA,0.219047619,231.25
BOCO_885_2021,BOCO_885,2021,58,BOCO,885,1,BOCO_885_1,0.17,0.0443,0.33,IMG044,5.73,8/20/21,0,0,1,410,19,5,95, 5/6,NA,32,181,79,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372,0.1017,NA,NA,NA,NA,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81546899,-111.51075,1083.252197,7,40,2.833213344,17,NA,NA,NA,NA,0.260588235,129.3453725
BOCO_885_2021,BOCO_885,2021,57,BOCO,885,2,BOCO_885_2,0.202,0.0574,0.27,IMG043,7.655,8/20/21,0,0,1,410,109,5,545, 5/6,NA,32,181,79,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372,0.1017,NA,NA,NA,NA,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81546899,-111.51075,1083.252197,7,40,2.833213344,17,NA,NA,NA,NA,0.284158416,133.3623693
MATA_3A_2021,MATA_3A,2021,340,MATA,3A,1,MATA_3A_1,0.016,0.0051,0.31,IMG032,0.602,8/20/21,34,8,18,330,0,1,42,5,NA,32,29.5,24,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043,0.0125,NA,NA,NA,NA,Machaeranthera.tanacetifolia,Forb,Asteraceae,Native,Either,NA,31.81544996,-111.510341,1100.907227,4,27,1.945910149,7,NA,NA,NA,NA,0.31875,118.0392157
MATA_3A_2021,MATA_3A,2021,339,MATA,3A,2,MATA_3A_2,0.027,0.0074,0.4,IMG031,1.094,8/20/21,34,8,18,330,0,1,42,5,NA,32,29.5,24,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043,0.0125,NA,NA,NA,NA,Machaeranthera.tanacetifolia,Forb,Asteraceae,Native,Either,NA,31.81544996,-111.510341,1100.907227,4,27,1.945910149,7,NA,NA,NA,NA,0.274074074,147.8378378
AMCO_10B_2021,AMCO_10B,2021,1,AMCO,10B,2,AMCO_10B_2,0.438,0.2086,0.26,IMG286,17.945,9/19/21,0,0,0,395,52,15,780,6,0.001522727,33,19.5,14,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492,0.2324,NA,NA,NA,NA,Ambrosia.confertiflora,Forb,Asteraceae,Native,Perennial,NA,31.81948802,-111.5113,1071.136719,5,11,1.791759469,6,NA,NA,NA,NA,0.476255708,86.02588686
AMCO_10B_2021,AMCO_10B,2021,2,AMCO,10B,1,AMCO_10B_1,0.054,0.0238,0.26,IMG285,2.583,9/19/21,0,0,0,395,52,15,780,6,0.001522727,33,19.5,14,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492,0.2324,NA,NA,NA,NA,Ambrosia.confertiflora,Forb,Asteraceae,Native,Perennial,NA,31.81948802,-111.5113,1071.136719,5,11,1.791759469,6,NA,NA,NA,NA,0.440740741,108.5294118
ERLE_14A_2021,ERLE_14A,2021,169,ERLE,14A,1,ERLE_14A_1,0.012,0.0052,0.2,IMG327,0.72,9/23/21,0,0,NA,320,427,2,854,6,8.18E-05,33,40.5,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0.0069,NA,NA,NA,NA,Eragrostis.lehmanniana,Grass,Poaceae,Exotic,Perennial,NA,31.81562397,-111.51088,1078.713989,7,29,2.302585093,10,NA,NA,NA,NA,0.433333333,138.4615385
ERLE_14A_2021,ERLE_14A,2021,168,ERLE,14A,2,ERLE_14A_2,0.003,0.0017,0.16,IMG328,0.284,9/23/21,0,0,NA,320,427,2,854,6,8.18E-05,33,40.5,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0.0069,NA,NA,NA,NA,Eragrostis.lehmanniana,Grass,Poaceae,Exotic,Perennial,NA,31.81562397,-111.51088,1078.713989,7,29,2.302585093,10,NA,NA,NA,NA,0.566666667,167.0588235
SIDA_6A_2021,SIDA_6A,2021,409,SIDA,6A,2,SIDA_6A_2,0.062,0.0192,0.24,IMG126,2.689,9/3/21,16,0,0,340,5,1,21,4,NA,33.5,80,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108,0.035,NA,NA,NA,NA,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81857498,-111.510419,1077.082886,1,45,2.48490665,12,NA,NA,NA,NA,0.309677419,140.0520833
SIDA_6A_2021,SIDA_6A,2021,408,SIDA,6A,1,SIDA_6A_1,0.046,0.0158,0.25,IMG125,2.323,9/3/21,16,0,0,340,5,1,21,4,NA,33.5,80,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108,0.035,NA,NA,NA,NA,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81857498,-111.510419,1077.082886,1,45,2.48490665,12,NA,NA,NA,NA,0.343478261,147.0253165
CURLY_8A_2021,CURLY_8A,2021,119,CURLY,8A,1,CURLY_8A_1,0.062,0.025,0.18,IMG041,4.873,8/20/21,0,0,NA,520,55,13,715,6,NA,34,28,25.5,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,0.025,NA,NA,NA,NA,Bouteloua.chondrosioides,Grass,Poaceae,Native,Perennial,NA,31.81559999,-111.510913,1078.27478,7,63,2.63905733,14,NA,NA,NA,NA,0.403225806,194.92
ERLE_2000_2021,ERLE_2000,2021,175,ERLE,2000,1,ERLE_2000_1,0.009,0.0084,0.1,IMG235,0.986,9/7/21,0,0,0,405,526,6,3156,6,7.78E-05,34.5,48,21,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,0.0139,NA,NA,NA,NA,Eragrostis.lehmanniana,Grass,Poaceae,Exotic,Perennial,NA,31.81813502,-111.512147,1075.223267,8,28,2.271868513,10,NA,NA,NA,NA,0.933333333,117.3809524
ERLE_2000_2021,ERLE_2000,2021,174,ERLE,2000,2,ERLE_2000_2,0.014,0.0055,0.1,IMG236,1.113,9/7/21,0,0,0,405,526,6,3156,6,7.78E-05,34.5,48,21,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,0.0139,NA,NA,NA,NA,Eragrostis.lehmanniana,Grass,Poaceae,Exotic,Perennial,NA,31.81813502,-111.512147,1075.223267,8,28,2.271868513,10,NA,NA,NA,NA,0.392857143,202.3636364
CURLY_10A_NA,CURLY_10A,2021,100,CURLY,10A,2,CURLY_10A_2,NA,NA,NA,IMG061,2.107,8/24/21,0,0,NA,510,45,12,540,6,NA,35,46,31,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,Bouteloua.chondrosioides,Grass,Poaceae,Native,Perennial,NA,31.81540503,-111.511843,1072.998169,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
CURLY_10A_NA,CURLY_10A,2021,99,CURLY,10A,1,CURLY_10A_1,NA,NA,NA,IMG062,1.975,8/24/21,0,0,NA,510,45,12,540,6,NA,35,46,31,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,Bouteloua.chondrosioides,Grass,Poaceae,Native,Perennial,NA,31.81540503,-111.511843,1072.998169,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAME_6B_2021,FAME_6B,2021,215,FAME,6B,2,FAME_6B_2,0.058,0.0056,1,IMG150,0.776,9/7/21,12,0,0,340,5,1,17, 5/6,NA,35,53,33,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.0124,NA,NA,NA,NA,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,31.81536899,-111.51034,1078.410156,4,53,2.397895273,11,NA,NA,NA,NA,0.096551724,138.5714286
FAME_6B_2021,FAME_6B,2021,214,FAME,6B,1,FAME_6B_1,0.082,0.0068,1.01,IMG149,1.115,9/7/21,12,0,0,340,5,1,17, 5/6,NA,35,53,33,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.0124,NA,NA,NA,NA,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,31.81536899,-111.51034,1078.410156,4,53,2.397895273,11,NA,NA,NA,NA,0.082926829,163.9705882
KAGR_207_2021,KAGR_207,2021,284,KAGR,207,2,KAGR_207_2,0.1,0.0353,0.12,KAGR207L2,5.553,8/5/21,8,2,56,410,2,1,12,5,NA,35,28.5,17.2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,0.1676,NA,NA,NA,NA,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81543596,-111.51191,1088.081543,3,36,2.397895273,11,NA,NA,NA,NA,0.353,157.3087819
KAGR_207_2021,KAGR_207,2021,283,KAGR,207,2,KAGR_207_2,0.1,0.0353,0.12,KAGR207L2,5.553,8/5/21,8,2,56,410,2,1,12,5,NA,35,28.5,17.2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,0.1676,NA,NA,NA,NA,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81543596,-111.51191,1088.081543,3,36,2.397895273,11,NA,NA,NA,NA,0.353,157.3087819
KAGR_207_2021,KAGR_207,2021,286,KAGR,207,1,KAGR_207_1,0.197,0.0485,0.12,KAGR207L1,9.737,8/5/21,8,2,56,410,2,1,12,5,NA,35,28.5,17.2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,0.1676,NA,NA,NA,NA,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81543596,-111.51191,1088.081543,3,36,2.397895273,11,NA,NA,NA,NA,0.246192893,200.7628866
KAGR_207_2021,KAGR_207,2021,285,KAGR,207,1,KAGR_207_1,0.197,0.0485,0.12,KAGR207L1,9.737,8/5/21,8,2,56,410,2,1,12,5,NA,35,28.5,17.2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594,0.1676,NA,NA,NA,NA,Kallstroemia.grandiflora,Forb,Zygophyllaceae,Native,Annual,NA,31.81543596,-111.51191,1088.081543,3,36,2.397895273,11,NA,NA,NA,NA,0.246192893,200.7628866
BOCO_11B_2021,BOCO_11B,2021,33,BOCO,11B,1,BOCO_11B_1,0.179,0.033,0.34,IMG097,4.991,9/2/21,0,0,NA,365,91,17,1547,5,NA,35.2,138.5,127.5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288,0.0519,NA,NA,NA,NA,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81952801,-111.510902,1068.32666,9,27,1.791759469,6,NA,NA,NA,NA,0.184357542,151.2424242
BOCO_11B_2021,BOCO_11B,2021,34,BOCO,11B,2,BOCO_11B_2,0.109,0.0189,0.29,IMG098,3.558,9/2/21,0,0,NA,365,91,17,1547,5,NA,35.2,138.5,127.5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288,0.0519,NA,NA,NA,NA,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81952801,-111.510902,1068.32666,9,27,1.791759469,6,NA,NA,NA,NA,0.173394495,188.2539683
FAME_61_2021,FAME_61,2021,213,FAME,61,1,FAME_61_1,0.066,0.0062,0.84,IMG121,1.005,9/3/21,2,0,0,310,2,1,4,6,NA,36,49,23,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,0.0093,NA,NA,NA,NA,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,31.81960998,-111.511495,1076.9552,5,16,1.791759469,6,NA,NA,NA,NA,0.093939394,162.0967742
FAME_61_2021,FAME_61,2021,212,FAME,61,2,FAME_61_2,0.03,0.0031,0.6,IMG122,0.581,9/3/21,2,0,0,310,2,1,4,6,NA,36,49,23,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,0.0093,NA,NA,NA,NA,Phemeranthus.aurantiacus,Forb,Montiaceae,Native,Perennial,NA,31.81960998,-111.511495,1076.9552,5,16,1.791759469,6,NA,NA,NA,NA,0.103333333,187.4193548
HETERO_5B_2021,HETERO_5B,2021,246,HETERO,5B,1,HETERO_5B_1,0.072,0.0411,0.155,IMG265,7.11,9/19/21,0,0,0,420,14,1,14,6,0.0014625,36,34,27,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141,0.0815,NA,NA,NA,NA,Heteropogon.contortus,Grass,Poaceae,Native,Perennial,NA,31.81970403,-111.51146,1074.552979,5,28,2.197224577,9,NA,NA,NA,NA,0.570833333,172.9927007
HETERO_5B_2021,HETERO_5B,2021,247,HETERO,5B,2,HETERO_5B_2,0.069,0.0404,0.15,IMG266,7.123,9/19/21,0,0,0,420,14,1,14,6,0.0014625,36,34,27,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141,0.0815,NA,NA,NA,NA,Heteropogon.contortus,Grass,Poaceae,Native,Perennial,NA,31.81970403,-111.51146,1074.552979,5,28,2.197224577,9,NA,NA,NA,NA,0.585507246,176.3118812
SIDA_5B_2021,SIDA_5B,2021,407,SIDA,5B,2,SIDA_5B_2,0.051,0.0194,0.29,IMG160,2.434,9/7/21,13,0,0,350,1,1,14, 4/5,NA,36,47,34,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,0.0295,NA,NA,NA,NA,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81723698,-111.510413,1070.56604,2,20,1.945910149,7,NA,NA,NA,NA,0.380392157,125.4639175
SIDA_5B_2021,SIDA_5B,2021,406,SIDA,5B,1,SIDA_5B_1,0.027,0.0101,0.29,IMG159,1.404,9/7/21,13,0,0,350,1,1,14, 4/5,NA,36,47,34,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,0.0295,NA,NA,NA,NA,Sida.abutifolia,Forb,Malvaceae,Exotic,Either,NA,31.81723698,-111.510413,1070.56604,2,20,1.945910149,7,NA,NA,NA,NA,0.374074074,139.009901
ERLE_7A_2021,ERLE_7A,2021,189,ERLE,7A,1,ERLE_7A_1,0.018,0.0083,0.21,,NA,9/7/21,0,0,0,475,343,1,343,6,7.07E-05,37.5,6.5,5.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,0.019,NA,NA,NA,NA,Eragrostis.lehmanniana,Grass,Poaceae,Exotic,Perennial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461111111,NA
ERLE_7A_2021,ERLE_7A,2021,188,ERLE,7A,2,ERLE_7A_2,0.021,0.0107,0.19,,NA,9/7/21,0,0,0,475,343,1,343,6,7.07E-05,37.5,6.5,5.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039,0.019,NA,NA,NA,NA,Eragrostis.lehmanniana,Grass,Poaceae,Exotic,Perennial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50952381,NA
CURLY_15A_NA,CURLY_15A,2021,110,CURLY,15A,1,CURLY_15A_1,NA,NA,NA,IMG055,1.679,8/24/21,0,0,NA,495,35,33,1155,6,NA,38.8,39,25,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,Bouteloua.chondrosioides,Grass,Poaceae,Native,Perennial,NA,31.81556898,-111.511573,1088.708496,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
CURLY_15A_NA,CURLY_15A,2021,109,CURLY,15A,2,CURLY_15A_2,NA,NA,NA,IMG056,0.75,8/24/21,0,0,NA,495,35,33,1155,6,NA,38.8,39,25,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,Bouteloua.chondrosioides,Grass,Poaceae,Native,Perennial,NA,31.81556898,-111.511573,1088.708496,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERLE_15A_2021,ERLE_15A,2021,170,ERLE,15A,1,ERLE_15A_1,0.02,0.0091,0.14,IMG335,1.893,9/23/21,0,0,NA,575,689,3,2067,6,NA,39,21,17.5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.0141,NA,NA,NA,NA,Eragrostis.lehmanniana,Grass,Poaceae,Exotic,Perennial,NA,31.815442,-111.511688,1089.84314,3,25,2.079441542,8,NA,NA,NA,NA,0.455,208.021978
ERLE_15A_2021,ERLE_15A,2021,171,ERLE,15A,2,ERLE_15A_2,0.01,0.005,0.18,IMG336,1.057,9/23/21,0,0,NA,575,689,3,2067,6,NA,39,21,17.5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.0141,NA,NA,NA,NA,Eragrostis.lehmanniana,Grass,Poaceae,Exotic,Perennial,NA,31.815442,-111.511688,1089.84314,3,25,2.079441542,8,NA,NA,NA,NA,0.5,211.4
CURLY_880_2021,CURLY_880,2021,118,CURLY,880,1,CURLY_880_1,0.057,0.0273,0.24,IMG019,3.464,8/19/21,0,0,NA,635,108,30,3240,6,NA,40.3,54.5,45,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057,0.0273,NA,NA,NA,NA,Bouteloua.chondrosioides,Grass,Poaceae,Native,Perennial,NA,31.815616,-111.510852,1085.262695,7,58,2.718473401,14,NA,NA,NA,NA,0.478947368,126.8864469
BOCO_2A_2021,BOCO_2A,2021,45,BOCO,2A,2,BOCO_2A_2,0.228,0.0473,0.33,IMG030,6.632,8/20/21,619,138,1.5,575,104,1,861, 5/6,NA,42,240,21.5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.691,0.1447,NA,NA,NA,NA,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81545901,-111.510207,1094.137207,4,72,2.63905733,14,NA,NA,NA,NA,0.20745614,140.2114165
BOCO_2A_2021,BOCO_2A,2021,46,BOCO,2A,1,BOCO_2A_1,0.463,0.0974,0.33,IMG029,13.822,8/20/21,619,138,1.5,575,104,1,861, 5/6,NA,42,240,21.5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.691,0.1447,NA,NA,NA,NA,Boerhavia.coccinea,Forb,Nyctaginaceae,Native,Perennial,NA,31.81545901,-111.510207,1094.137207,4,72,2.63905733,14,NA,NA,NA,NA,0.210367171,141.9096509
